graph,database,method,dependency,m5_max_inc_count,m6_avg_inc_count,m7_minimality,m7_minimality_no_clusters,m7_minimality_no_matches
$S_\text{Uni-2}$,Neo4J,denormalized,(c:Course:title)<-[t:TEACHES:usingBook]-(dfegd)::c.title\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-2}$,Neo4J,all,(x0:CtitletusingBook:TusingBook&Ctitle)::x0.Ctitle\determ x0,1,1.0,1.0,1,1
$S_\text{Uni-2}$,Neo4J,denormalized,(c:Course:title)<-[t:TEACHES:usingBook]-(gcgga)::c.title\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-2}$,Neo4J,node-left,(x0:CtitletusingBook:TusingBook&Ctitle)::x0.Ctitle\determ x0,1,1.0,1.0,1,1
$S_\text{Uni-2}$,Neo4J,denormalized,(c:Course:title)<-[t:TEACHES:usingBook]-(aecce)::c.title\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-2}$,Neo4J,edge-left,(c:Course:title)<-[t:TEACHES:usingBook]-(cacdf)::c.title\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{No-1}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:time&company)::e.company,e.time\determ e",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,all,"(x7:Enameetimeevenue:Ename&Evenue&Etime)::x7.Evenue,x7.Etime\determ x7",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,all,(x5:Ecompanyename:Ename&Ecompany)::x5.Ename\determ x5,1,1.0,1.0,1,1
$S_\text{No-1}$,Neo4J,all,"(x3:Enameetimeevenue:Ename&Evenue&Etime)::x3.Etime,x3.Ename\determ x3",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.venue\determ e.name",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:time&company)::e.time,e.company\determ e",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.name,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,node-left,"(x7:Enameetimeevenue:Ename&Evenue&Etime)::x7.Ename,x7.Etime\determ x7",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,node-left,(x5:Ecompanyename:Ename&Ecompany)::x5.Ename\determ x5,1,1.0,1.0,1,1
$S_\text{No-1}$,Neo4J,node-left,"(x1:Enameetimeevenue:Ename&Evenue&Etime)::x1.Etime,x1.Evenue\determ x1",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.venue\determ e.name",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:time&company)::e.company,e.time\determ e",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,edge-left,"(e:Event:name&time&venue&company)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,edge-left,(e:Event:name&time&venue&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-1}$,Neo4J,edge-left,"(e:Event:name&time&venue&company)::e.name,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,edge-left,"(e:Event:name&time&venue&company)::e.company,e.time\determ e",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:time&venue&company)::e.company,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.name,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,all,"(x7:Ecompanyetimeevenue:Evenue&Etime&Ecompany)::x7.Ecompany,x7.Etime\determ x7",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,all,"(x1:Enameetimeevenue:Ename&Evenue&Etime)::x1.Etime,x1.Ename\determ x1",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,all,(x3:Ecompanyename:Ename&Ecompany)::x3.Ename\determ x3,1,1.0,1.0,1,1
$S_\text{No-2}$,Neo4J,all,"(x5:Enameetimeevenue:Ename&Evenue&Etime)::x5.Etime,x5.Evenue\determ x5",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.venue\determ e.name",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:time&venue&company)::e.company,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.name,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,node-left,"(x1:Enameetimeevenue:Ename&Evenue&Etime)::x1.Etime,x1.Ename\determ x1",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,node-left,(x7:Ecompanyename:Ename&Ecompany)::x7.Ename\determ x7,1,1.0,1.0,1,1
$S_\text{No-2}$,Neo4J,node-left,"(x3:Enameetimeevenue:Ename&Evenue&Etime)::x3.Etime,x3.Evenue\determ x3",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,node-left,"(x5:Ecompanyetimeevenue:Evenue&Etime&Ecompany)::x5.Etime,x5.Ecompany\determ x5",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.venue\determ e.name",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:time&venue&company)::e.time,e.company\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,edge-left,"(e:Event:name&time&venue&company)::e.company,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,edge-left,"(e:Event:name&time&venue&company)::e.time,e.venue\determ e.name",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,edge-left,(e:Event:name&time&venue&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-2}$,Neo4J,edge-left,"(e:Event:name&time&venue&company)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:time&venue&company)::e.time,e.company\determ e",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.name,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event&Confirmed:name&time&company)::e.company,e.name\determ e.time",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,all,(x7:Ecompanyename:Ename&Ecompany)::x7.Ename\determ x7,1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,all,"(x5:Ecompanyenameetime:Ename&Etime&Ecompany)::x5.Ename,x5.Ecompany\determ x5",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,all,"(x3:Enameetimeevenue:Ename&Evenue&Etime)::x3.Etime,x3.Ename\determ x3",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,all,"(x1:Enameetimeevenue:Ename&Evenue&Etime)::x1.Etime,x1.Evenue\determ x1",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:time&venue&company)::e.company,e.time\determ e",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.venue\determ e.name",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.name,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event&Confirmed:name&time&company)::e.company,e.name\determ e.time",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,node-left,"(x7:Enameetimeevenue:Ename&Evenue&Etime)::x7.Ename,x7.Etime\determ x7",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,node-left,"(x1:Ecompanyenameetime:Ename&Etime&Ecompany)::x1.Ecompany,x1.Ename\determ x1",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,node-left,"(x9:Enameetimeevenue:Ename&Evenue&Etime)::x9.Etime,x9.Evenue\determ x9",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,node-left,(x3:Ecompanyename:Ename&Ecompany)::x3.Ename\determ x3,1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:time&venue&company)::e.company,e.time\determ e",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event&Confirmed:name&time&company)::e.company,e.name\determ e.time",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,edge-left,"(e:Event&Confirmed:name&time&venue&company)::e.time,e.venue\determ e.name",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,edge-left,"(e:Event&Confirmed:name&time&venue&company)::e.time,e.name\determ e.venue",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,edge-left,(e:Event&Confirmed:name&time&venue&company)::e.name\determ e.company,1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,edge-left,"(e:Event&Confirmed:name&time&venue&company)::e.company,e.name\determ e.time",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,edge-left,"(e:Event&Confirmed:name&time&venue&company)::e.company,e.time\determ e",1,1.0,1.0,1,1
$S_\text{Nw}$,Neo4J,denormalized,(o:Order:orderID)::o.orderID\determ o,1,1.0,1.0,830,830
$S_\text{Nw}$,Neo4J,denormalized,"(o:Order:shipCountry&customerID&orderID&shipCity&shipPostalCode&shipAddress&orderDate&shipRegion)::o.customerID\determ o.shipCountry,o.shipRegion,o.shipPostalCode,o.shipAddress,o.shipCity",31,9.325842696629213,0.10615199034981906,89,830
$S_\text{Nw}$,Neo4J,all,(x1:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion:OshipCountry&OshipRegion&OshipPostalCode&OshipCity&OshipAddress&OcustomerID)::x1.OcustomerID\determ x1,1,1.0,1.0,89,89
$S_\text{Nw}$,Neo4J,denormalized,(o:Order:orderID)::o.orderID\determ o,1,1.0,1.0,830,830
$S_\text{Nw}$,Neo4J,denormalized,"(o:Order:shipCountry&customerID&orderID&shipCity&shipPostalCode&shipAddress&orderDate&shipRegion)::o.customerID\determ o.shipAddress,o.shipPostalCode,o.shipRegion,o.shipCountry,o.shipCity",31,9.325842696629213,0.10615199034981906,89,830
$S_\text{Nw}$,Neo4J,node-left,(x1:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion:OshipCountry&OshipRegion&OshipPostalCode&OshipCity&OshipAddress&OcustomerID)::x1.OcustomerID\determ x1,1,1.0,1.0,89,89
$S_\text{Nw}$,Neo4J,denormalized,(o:Order:orderID)::o.orderID\determ o,1,1.0,1.0,830,830
$S_\text{Nw}$,Neo4J,denormalized,"(o:Order:shipCountry&customerID&orderID&shipCity&shipPostalCode&shipAddress&orderDate&shipRegion)::o.customerID\determ o.shipRegion,o.shipCountry,o.shipPostalCode,o.shipCity,o.shipAddress",31,9.325842696629213,0.10615199034981906,89,830
$S_\text{Nw}$,Neo4J,edge-left,(o:Order:orderID)::o.orderID\determ o,1,1.0,1.0,830,830
$S_\text{Nw}$,Neo4J,edge-left,"(o:Order:shipCountry&customerID&orderID&shipCity&shipPostalCode&shipAddress&orderDate&shipRegion)::o.customerID\determ o.shipCountry,o.shipAddress,o.shipRegion,o.shipPostalCode,o.shipCity",31,9.325842696629213,0.10615199034981906,89,830
$S_\text{Lon}$,Neo4J,denormalized,(s:Station:zone&zoneOriginal)::s.zoneOriginal\determ s.zone,125,40.6875,0.023076923076923078,16,651
$S_\text{Lon}$,Neo4J,denormalized,"(s:Station:longitude&zone&latitude)::s.longitude,s.latitude\determ s.zone",1,1.0,1.0,651,651
$S_\text{Lon}$,Neo4J,denormalized,(s:Station)-[c::type&line&color]->(bddcc)::c.line\determ c.color,218,69.71428571428574,0.013839056893900564,28,1952
$S_\text{Lon}$,Neo4J,denormalized,"(s:Station:longitude&latitude)::s.latitude,s.longitude\determ s",1,1.0,1.0,651,651
$S_\text{Lon}$,Neo4J,denormalized,"(dfbdg)-[c:CONNECTED_THROUGH:type&line&color]->(dbgfe)::c.line\determ c.color,c.type",218,69.71428571428574,0.013839056893900564,28,1952
$S_\text{Lon}$,Neo4J,all,(x1:SzoneszoneOriginal:Szone&SzoneOriginal)::x1.SzoneOriginal\determ x1,1,1.0,1.0,15,15
$S_\text{Lon}$,Neo4J,all,(x3:Ccolorclinectype:Ccolor&Cline&Ctype)::x3.Cline\determ x3,1,1.0,1.0,28,28
$S_\text{Lon}$,Neo4J,denormalized,(s:Station:zone&zoneOriginal)::s.zoneOriginal\determ s.zone,125,40.6875,0.023076923076923078,16,651
$S_\text{Lon}$,Neo4J,denormalized,"(s:Station:longitude&zone&latitude)::s.longitude,s.latitude\determ s.zone",1,1.0,1.0,651,651
$S_\text{Lon}$,Neo4J,denormalized,(s:Station)-[c::type&line&color]->(gbafd)::c.line\determ c.color,218,69.71428571428574,0.013839056893900564,28,1952
$S_\text{Lon}$,Neo4J,denormalized,"(ggcfe)-[c:CONNECTED_THROUGH:type&line&color]->(aaaad)::c.line\determ c.color,c.type",218,69.71428571428574,0.013839056893900564,28,1952
$S_\text{Lon}$,Neo4J,denormalized,"(s:Station:longitude&latitude)::s.longitude,s.latitude\determ s",1,1.0,1.0,651,651
$S_\text{Lon}$,Neo4J,node-left,(x1:SzoneszoneOriginal:Szone&SzoneOriginal)::x1.SzoneOriginal\determ x1,1,1.0,1.0,15,15
$S_\text{Lon}$,Neo4J,denormalized,(s:Station:zone&zoneOriginal)::s.zoneOriginal\determ s.zone,125,40.6875,0.023076923076923078,16,651
$S_\text{Lon}$,Neo4J,denormalized,"(dcbdc)-[c:CONNECTED_THROUGH:type&line&color]->(efedg)::c.line\determ c.type,c.color",218,69.71428571428574,0.013839056893900564,28,1952
$S_\text{Lon}$,Neo4J,denormalized,(s:Station)-[c::type&line&color]->(eefbd)::c.line\determ c.color,218,69.71428571428574,0.013839056893900564,28,1952
$S_\text{Lon}$,Neo4J,denormalized,"(s:Station:longitude&zone&latitude)::s.latitude,s.longitude\determ s.zone",1,1.0,1.0,651,651
$S_\text{Lon}$,Neo4J,denormalized,"(s:Station:longitude&latitude)::s.longitude,s.latitude\determ s",1,1.0,1.0,651,651
$S_\text{Lon}$,Neo4J,edge-left,(x1:Ccolorclinectype:Ccolor&Cline&Ctype)::x1.Cline\determ x1,1,1.0,1.0,28,28
$S_\text{Ts-1}$,Memgraph,denormalized,(dfaab)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,"(bfgda)-[s:STOPS_AT:departure&stopid]->(st)::s.stopid,s.departure\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,"(ts:TrainService:date&number&type)::ts.date,ts.number\determ ts.type",3,1.0052328569426203,0.9947943564213266,192629,193637
$S_\text{Ts-1}$,Memgraph,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-1}$,Memgraph,denormalized,(cdfed)-[s:STOPS_AT:stopid]->(fbace)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,"(x:TrainService:date&number&operator)-[afeaf:STOPS_AT]->(defgd)::x.date,x.number\determ x.operator",61,9.482481869292785,0.10545713347202453,192629,1826601
$S_\text{Ts-1}$,Memgraph,all,"(x4:Tsdatetsnumbertstype:Tsdate&Tstype&Tsnumber)::x4.Tsnumber,x4.Tsdate\determ x4",1,1.0,1.0,192629,192629
$S_\text{Ts-1}$,Memgraph,all,"(x7:Tsdatetsnumbertsoperator:Tsoperator&Tsdate&Tsnumber)::x7.Tsnumber,x7.Tsdate\determ x7",1,1.0,1.0,192629,192629
$S_\text{Ts-1}$,Memgraph,all,(x0:Tstopid:S&Tstopid)::x0.Tstopid\determ x0,1,1.0,1.0,1632800,1632800
$S_\text{Ts-1}$,Memgraph,all,(x5:Snametcode:Tcode&Sname)::x5.Sname\determ x5,1,1.0,1.0,542,542
$S_\text{Ts-1}$,Memgraph,denormalized,"(ts:TrainService:date&number&type)::ts.date,ts.number\determ ts.type",3,1.0052328569426203,0.9947943564213266,192629,193637
$S_\text{Ts-1}$,Memgraph,denormalized,(gfbea)-[s:STOPS_AT:stopid]->(ccfbc)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,(aagea)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,"(dfbge)-[s:STOPS_AT:departure&stopid]->(st)::s.departure,s.stopid\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-1}$,Memgraph,denormalized,"(x:TrainService:date&number&operator)-[cabge:STOPS_AT]->(edegd)::x.number,x.date\determ x.operator",61,9.482481869292785,0.10545713347202453,192629,1826601
$S_\text{Ts-1}$,Memgraph,node-left,"(x2:Tsdatetsnumbertstype:Tsdate&Tsnumber&Tstype)::x2.Tsdate,x2.Tsnumber\determ x2",1,1.0,1.0,192629,192629
$S_\text{Ts-1}$,Memgraph,node-left,"(x4:Tsdatetsnumbertsoperator:Tsoperator&Tsdate&Tsnumber)::x4.Tsdate,x4.Tsnumber\determ x4",1,1.0,1.0,192629,192629
$S_\text{Ts-1}$,Memgraph,node-left,(x0:Snametcode:Tcode&Sname)::x0.Sname\determ x0,1,1.0,1.0,542,542
$S_\text{Ts-1}$,Memgraph,denormalized,(cgacc)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,"(cdadc)-[s:STOPS_AT:departure&stopid]->(st)::s.departure,s.stopid\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-1}$,Memgraph,denormalized,"(ts:TrainService:date&number&type)::ts.number,ts.date\determ ts.type",3,1.0052328569426203,0.9947943564213266,192629,193637
$S_\text{Ts-1}$,Memgraph,denormalized,(decae)-[s:STOPS_AT:stopid]->(ecdfd)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,"(x:TrainService:date&number&operator)-[bdfdb:STOPS_AT]->(efcbf)::x.date,x.number\determ x.operator",61,9.482481869292785,0.10545713347202453,192629,1826601
$S_\text{Ts-1}$,Memgraph,edge-left,(x0:Tstopid:S&Tstopid)::x0.Tstopid\determ x0,1,1.0,1.0,1632800,1632800
$S_\text{Ts-2}$,Memgraph,denormalized,"(cgbaa)-[s:STOPS_AT:departure&stopid]->(st)::s.stopid,s.departure\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,"(ts:TrainService:date&number&type)::ts.date,ts.number\determ ts.type",3,1.0052328569426203,0.9947943564213266,192629,193637
$S_\text{Ts-2}$,Memgraph,denormalized,(ddfgb)-[t:STOPS_AT:code]->(s:Station:name)::t.code\determ s.name,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,"(x:TrainService:date&number&operator)-[deadg:STOPS_AT]->(begaf)::x.number,x.date\determ x.operator",61,9.482481869292785,0.10545713347202453,192629,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-2}$,Memgraph,denormalized,(edacd)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(agedd)-[s:STOPS_AT:stopid]->(afbea)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Memgraph,all,(x7:Tstopid:S&Tstopid)::x7.Tstopid\determ x7,1,1.0,1.0,1632800,1632800
$S_\text{Ts-2}$,Memgraph,all,(x4:Snametcode:Tcode&Sname)::x4.Sname\determ x4,1,1.0,1.0,542,542
$S_\text{Ts-2}$,Memgraph,all,"(x3:Tsdatetsnumbertstype:Tsdate&Tstype&Tsnumber)::x3.Tsnumber,x3.Tsdate\determ x3",1,1.0,1.0,192629,192629
$S_\text{Ts-2}$,Memgraph,all,(x8:Snametcode:Tcode&Sname)::x8.Tcode\determ x8,1,1.0,1.0,542,542
$S_\text{Ts-2}$,Memgraph,all,"(x6:Tsdatetsnumbertsoperator:Tsoperator&Tsdate&Tsnumber)::x6.Tsdate,x6.Tsnumber\determ x6",1,1.0,1.0,192629,192629
$S_\text{Ts-2}$,Memgraph,denormalized,"(x:TrainService:date&number&operator)-[gebcc:STOPS_AT]->(ddcdc)::x.date,x.number\determ x.operator",61,9.482481869292785,0.10545713347202453,192629,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,"(ts:TrainService:date&number&type)::ts.date,ts.number\determ ts.type",3,1.0052328569426203,0.9947943564213266,192629,193637
$S_\text{Ts-2}$,Memgraph,denormalized,(ebbbe)-[s:STOPS_AT:stopid]->(bfbae)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(egcfc)-[t:STOPS_AT:code]->(s:Station:name)::t.code\determ s.name,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-2}$,Memgraph,denormalized,"(febdb)-[s:STOPS_AT:departure&stopid]->(st)::s.departure,s.stopid\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(eabca)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Memgraph,node-left,"(x6:Tsdatetsnumbertsoperator:Tsoperator&Tsdate&Tsnumber)::x6.Tsdate,x6.Tsnumber\determ x6",1,1.0,1.0,192629,192629
$S_\text{Ts-2}$,Memgraph,node-left,(x4:Snametcode:Tcode&Sname)::x4.Sname\determ x4,1,1.0,1.0,542,542
$S_\text{Ts-2}$,Memgraph,node-left,"(x1:Tsdatetsnumbertstype:Tsdate&Tstype&Tsnumber)::x1.Tsnumber,x1.Tsdate\determ x1",1,1.0,1.0,192629,192629
